timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
63618388,0,0,1,1,0,0,0,0,0
64627967,0,0,1,1,0,0,0,0,0
66665607,0,0,1,1,0,0,0,0,0
67176331,0,0,1,1,0,0,0,0,0
67682498,0,0,1,1,0,0,0,0,0
68190367,0,0,1,1,0,0,0,0,0
70208304,0,0,1,1,0,0,0,0,0
70710641,0,0,1,1,0,0,0,0,0
71221582,0,0,1,1,0,0,0,0,0
72229591,0,0,1,1,0,0,0,0,0
73249154,0,0,1,1,0,0,0,0,0
74263356,0,0,1,1,0,0,0,0,0
74771408,0,0,1,1,0,0,0,0,0
75295357,0,0,1,0,0,0,0,0,0
75804422,0,0,1,0,0,0,0,0,0
76307349,0,0,1,0,0,0,0,0,0
77824497,0,0,1,0,0,0,0,0,0
78841171,0,0,1,0,0,0,0,0,0
79341303,0,0,1,0,0,0,0,0,0
80357716,0,0,1,0,0,0,0,0,0
80857882,0,0,1,0,0,0,0,0,0
81359363,0,0,1,0,0,0,0,0,0
81869308,0,0,1,0,0,0,0,0,0
82372437,0,0,1,0,0,0,0,0,0
83883567,0,0,1,0,0,0,0,0,0
84385066,0,0,1,0,0,0,0,0,0
84885359,0,0,1,0,0,0,0,0,0
85389354,0,0,1,0,0,0,0,0,0
86911326,0,0,1,0,0,0,0,0,0
87419390,0,0,1,0,0,0,0,0,0
87929802,0,0,1,0,0,0,0,0,0
88429919,0,0,1,0,0,0,0,0,0
88929942,0,0,1,0,0,0,0,0,0
89432317,0,0,1,0,0,0,0,0,0
90447564,0,0,1,0,0,0,0,0,0
92473808,0,0,1,0,0,0,0,0,0
95311300,0,0,1,0,0,0,0,0,0
96822468,0,0,1,0,0,0,0,0,0
97327490,0,0,1,0,0,0,0,0,0
97835344,0,0,1,0,0,0,0,0,0
98335367,0,0,1,0,0,0,0,0,0
98843323,0,0,1,0,0,0,0,0,0
101372131,0,0,1,0,0,0,0,0,0
102877357,0,0,1,0,0,0,0,0,0
103387584,0,0,1,0,0,0,0,0,0
104389351,0,0,1,0,0,0,0,0,0
106406376,0,0,1,0,0,0,0,0,0
107420304,0,0,1,0,0,0,0,0,0
107922407,0,0,1,0,0,0,0,0,0
108426039,0,0,1,0,0,0,0,0,0
108932545,0,0,1,0,0,0,0,0,0
109440829,0,0,1,0,0,0,0,0,0
110442413,0,0,1,0,0,0,0,0,0
112973355,0,0,1,0,0,0,0,0,0
113985299,0,0,1,0,0,0,0,0,0
118008312,0,0,1,0,0,0,0,0,0
118518414,0,0,1,0,0,0,0,0,0
119529328,0,0,1,0,0,0,0,0,0
120535303,0,0,1,0,0,0,0,0,0
121037347,0,0,1,0,0,0,0,0,0
122045356,0,0,1,0,0,0,0,0,0
122555407,0,0,1,0,0,0,0,0,0
123058360,0,0,1,0,0,0,0,0,0
123565306,0,0,1,0,0,0,0,0,0
124067349,0,0,1,0,0,0,0,0,0
124567477,0,0,1,0,0,0,0,0,0
125070511,0,0,1,0,0,0,0,0,0
126090423,0,0,1,1,0,0,0,0,0
127098652,0,0,1,1,0,0,0,0,0
128112534,0,0,1,1,0,0,0,0,0
128613643,0,0,1,1,0,0,0,0,0
129122409,0,0,1,1,0,0,0,0,0
129622478,0,0,1,1,0,0,0,0,0
131649929,0,0,1,1,0,0,0,0,0
132669683,0,0,1,1,0,0,0,0,0
134184158,0,0,1,1,0,0,0,0,0
135695615,0,0,1,1,0,0,0,0,0
136202700,0,0,1,1,0,0,0,0,0
138232757,0,0,1,1,0,0,0,0,0
139233136,0,0,1,1,0,0,0,0,0
140250143,0,0,1,1,0,0,0,0,0
141764186,0,0,1,1,0,0,0,0,0
144293302,0,0,1,1,0,0,0,0,0
146324451,0,0,1,1,0,0,0,0,0
147340305,0,0,1,1,0,0,0,0,0
148855357,0,0,1,1,0,0,0,0,0
149366366,0,0,1,1,0,0,0,0,0
151892490,0,0,1,1,0,0,0,0,0
152906884,0,0,1,1,0,0,0,0,0
156454556,0,0,1,1,0,0,0,0,0
156957106,0,0,1,1,0,0,0,0,0
157965305,0,0,1,1,0,0,0,0,0
158970540,0,0,1,1,0,0,0,0,0
159980306,0,0,1,1,0,0,0,0,0
160481332,0,0,1,1,0,0,0,0,0
160990359,0,0,1,1,0,0,0,0,0
161501021,0,0,1,1,0,0,0,0,0
162002480,0,0,1,1,0,0,0,0,0
163513354,0,0,1,1,0,0,0,0,0
164017254,0,0,1,1,0,0,0,0,0
164522413,0,0,1,1,0,0,0,0,0
165032770,0,0,1,1,0,0,0,0,0
166544825,0,0,1,1,0,0,0,0,0
168063642,0,0,1,1,0,0,0,0,0
168573966,0,0,1,1,0,0,0,0,0
169074142,0,0,1,1,0,0,0,0,0
170597621,0,0,1,1,0,0,0,0,0
173125304,0,0,1,1,0,0,0,0,0
174127303,0,0,1,1,0,0,0,0,0
174634740,0,0,1,1,0,0,0,0,0
175138434,0,0,1,1,0,0,0,0,0
175639365,0,0,1,1,0,0,0,0,0
177150806,0,0,1,1,0,0,0,0,0
178165284,0,0,1,1,0,0,0,0,0
179177302,0,0,1,1,0,0,0,0,0
179681310,0,0,1,1,0,0,0,0,0
180186751,0,0,1,1,0,0,0,0,0
180698018,0,0,1,1,0,0,0,0,0
181199299,0,0,1,1,0,0,0,0,0
183224469,0,0,1,1,0,0,0,0,0
183733537,0,0,1,1,0,0,0,0,0
184746526,0,0,1,1,0,0,0,0,0
185250727,0,0,1,1,0,0,0,0,0
186775302,0,0,1,1,0,0,0,0,0
187781312,0,0,1,1,0,0,0,0,0
188791432,0,0,1,1,0,0,0,0,0
189793212,0,0,1,1,0,0,0,0,0
190805349,0,0,1,1,0,0,0,0,0
191315490,0,0,1,1,0,0,0,0,0
191820306,0,0,1,1,0,0,0,0,0
192330621,0,0,1,1,0,0,0,0,0
195350441,0,0,1,1,0,0,0,0,0
197884422,0,0,1,1,0,0,0,0,0
198393302,0,0,1,1,0,0,0,0,0
199410514,0,0,1,1,0,0,0,0,0
199910536,0,0,1,1,0,0,0,0,0
200413312,0,0,1,1,0,0,0,0,0
200923305,0,0,1,1,0,0,0,0,0
201424462,0,0,1,1,0,0,0,0,0
202439959,0,0,1,1,0,0,0,0,0
203440496,0,0,1,1,0,0,0,0,0
204955463,0,0,1,1,0,0,0,0,0
205463316,0,0,1,1,0,0,0,0,0
206483458,0,0,1,1,0,0,0,0,0
207495313,0,0,1,1,0,0,0,0,0
208504770,0,0,1,1,0,0,0,0,0
209006414,0,0,1,1,0,0,0,0,0
209506421,0,0,1,1,0,0,0,0,0
210517304,0,0,1,1,0,0,0,0,0
213033307,0,0,1,1,0,0,0,0,0
215063341,0,0,1,1,0,0,0,0,0
215570360,0,0,1,1,0,0,0,0,0
216080350,0,0,1,1,0,0,0,0,0
218604504,0,0,1,1,0,0,0,0,0
220120436,0,0,1,1,0,0,0,0,0
221135518,0,0,1,1,0,0,0,0,0
221637302,0,0,1,1,0,0,0,0,0
222137698,0,0,1,1,0,0,0,0,0
222637796,0,0,1,1,0,0,0,0,0
223658634,0,0,1,1,0,0,0,0,0
224158869,0,0,1,1,0,0,0,0,0
224667313,0,0,1,1,0,0,0,0,0
225169533,0,0,1,1,0,0,0,0,0
226176342,0,0,1,1,0,0,0,0,0
227697658,0,0,1,1,0,0,0,0,0
228199295,0,0,1,1,0,0,0,0,0
229708313,0,0,1,1,0,0,0,0,0
232241613,0,0,1,1,0,0,0,0,0
232939467,0,0,1,1,0,0,0,0,0
233448073,0,0,1,1,0,0,0,0,0
233951306,0,0,1,1,0,0,0,0,0
234451394,0,0,1,1,0,0,0,0,0
236464465,0,0,1,1,0,0,0,0,0
236967336,0,0,1,1,0,0,0,0,0
237982634,0,0,1,1,0,0,0,0,0
238997366,0,0,1,1,0,0,0,0,0
239506568,0,0,1,1,0,0,0,0,0
240013544,0,0,1,1,0,0,0,0,0
241529506,0,0,1,1,0,0,0,0,0
244062488,0,0,1,1,0,0,0,0,0
